Years,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
"Global.cp total import to from[Wheat, MALAINDO, SOAmer]",1114.37495448,1055.60264049,1040.16504978,1055.8583333,1072.60362991,1012.0561196,1190.08308663,1109.28191952,1154.70327207,1171.52321156,1137.94832888,1098.71826968,1112.39910405,1146.55286904,1184.04773447,1220.29200374,1252.2150756,1282.11300222,1312.27685503,1342.79838948,1372.11464544,1407.64907842,1438.41019122,1460.59077706,1474.29973777,1481.83948186,1486.23622291,1489.13197665,1491.98728544,1488.15735412
"Global.cp total import to from[Wheat, MALAINDO, REurope]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[Wheat, MALAINDO, EU27]",1143.58568472,1569.70215794,1245.96612776,1607.67314808,1446.86493765,1430.55912461,675.025869782,1367.35522909,1376.58028392,1090.98529452,859.757123032,650.556418677,480.929145887,325.892332573,204.14492788,91.4006499337,0,0,0,0,0,0,74.262523605,169.395261088,212.83200783,233.695174627,246.524615963,257.772253225,269.361003142,315.230807644
"Global.cp total import to from[Wheat, MALAINDO, OthCEECIS]",540.145001398,632.325350944,417.251954611,143.060888827,469.975407581,746.4622887,721.867698959,1163.55551799,1069.89751119,1131.9233144,909.970853846,956.431546369,1046.87644739,1147.06117628,1242.02575727,1339.80975796,1466.35086705,1574.90584148,1678.55436307,1781.39303423,1883.73493806,1982.76392032,2058.71999775,2092.72933985,2104.92659129,2123.0095815,2147.24386519,2171.22338608,2194.40562157,2218.98224139
"Global.cp total import to from[Wheat, MALAINDO, MEASNAfr]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[Wheat, MALAINDO, SSAFR]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[Wheat, MALAINDO, Russia]",312.094523639,481.097819174,325.42013454,201.750405082,520.640740876,504.242196193,316.961834474,868.069568369,812.576284997,820.541673029,831.643084999,920.403818539,1008.14152327,1088.93493663,1166.01775269,1242.20166564,1316.71107243,1391.59771378,1466.024145,1540.52692762,1615.0592014,1690.10814966,1764.22069323,1836.86475002,1907.68637377,1973.10130399,2031.65872424,2086.42499951,2139.05250561,2187.77656157
"Global.cp total import to from[Wheat, MALAINDO, CHIHKG]",0,0,0,0,154.087316672,364.224120311,383.802992167,600.138337392,674.463124207,1125.55667329,1007.84160986,849.911713475,692.529426777,560.773758867,454.841626955,370.409605943,303.052787485,251.699079322,216.528284286,196.671291088,190.733437931,235.29739521,218.031098021,266.02876412,330.504109067,395.093424096,459.230685125,522.838378468,578.740086667,513.860467616
"Global.cp total import to from[Wheat, MALAINDO, INDIA]",1693.31601717,1291.97450599,841.737757082,557.768736904,560.100409327,476.565454894,358.784346684,600.992000765,654.445670314,460.920651328,738.055268635,634.53116968,548.843058588,472.911088136,403.506405852,337.175660527,269.409626087,200.890445875,132.727444472,65.3399997538,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[Wheat, MALAINDO, RSASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[Wheat, MALAINDO, EASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[Wheat, MALAINDO, Japan]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[Wheat, MALAINDO, RSEASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[Wheat, MALAINDO, MALAINDO]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[Wheat, MALAINDO, OCEANIA]",2187.25072427,1907.95313755,1788.66719865,1932.03707028,2074.75777183,2089.24797681,2018.92948473,2151.19436895,2229.4136662,2082.96188527,1958.04439752,2026.30354755,2213.20109996,2384.10175745,2523.08096401,2692.84091395,2854.52009021,2974.00080825,3093.91465017,3231.64555209,3353.06693639,3461.24255744,3558.41788718,3623.13655131,3646.04261048,3648.40680863,3646.6741783,3637.88282106,3624.91165916,3579.95551268
"Global.cp total import to from[Wheat, OCEANIA, CAN]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[Wheat, OCEANIA, USA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[Wheat, OCEANIA, CCAmerica]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[Wheat, OCEANIA, Brazil]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[Wheat, OCEANIA, SOAmer]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[Wheat, OCEANIA, REurope]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[Wheat, OCEANIA, EU27]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[Wheat, OCEANIA, OthCEECIS]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[Wheat, OCEANIA, MEASNAfr]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[Wheat, OCEANIA, SSAFR]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[Wheat, OCEANIA, Russia]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[Wheat, OCEANIA, CHIHKG]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[Wheat, OCEANIA, INDIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[Wheat, OCEANIA, RSASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[Wheat, OCEANIA, EASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[Wheat, OCEANIA, Japan]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[Wheat, OCEANIA, RSEASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[Wheat, OCEANIA, MALAINDO]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[Wheat, OCEANIA, OCEANIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Global.cp total import to from[OilCrop, CAN, CAN]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CAN, USA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CAN, CCAmerica]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CAN, Brazil]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CAN, SOAmer]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CAN, REurope]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CAN, EU27]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CAN, OthCEECIS]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CAN, MEASNAfr]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CAN, SSAFR]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CAN, Russia]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CAN, CHIHKG]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CAN, INDIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CAN, RSASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CAN, EASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CAN, Japan]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CAN, RSEASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CAN, MALAINDO]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CAN, OCEANIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, USA, CAN]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, USA, USA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, USA, CCAmerica]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, USA, Brazil]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, USA, SOAmer]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, USA, REurope]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, USA, EU27]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, USA, OthCEECIS]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, USA, MEASNAfr]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, USA, SSAFR]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, USA, Russia]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, USA, CHIHKG]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, USA, INDIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, USA, RSASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, USA, EASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, USA, Japan]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, USA, RSEASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, USA, MALAINDO]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, USA, OCEANIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CCAmerica, CAN]",20.5343961641,56.6942045714,73.6493965518,124.314075671,125.598263541,145.224855384,140.131175032,141.708565374,141.547177076,135.753343305,133.330252268,134.790786944,140.957679112,145.14769978,147.791394214,149.613782694,150.245415264,149.434649614,147.794655903,145.830298765,143.685968751,143.094755543,142.500657562,141.397104478,140.107411918,139.014116696,137.989210659,136.977898012,135.946642781,134.747801407
"Global.cp total import to from[OilCrop, CCAmerica, USA]",1950.76301362,2086.5251348,1849.78722649,1572.85613922,1796.39727847,1904.43919097,1901.64263458,1949.04871315,1930.95793114,1712.92572599,1606.77917438,1577.53981298,1581.96037152,1572.38295491,1554.67501514,1536.96849087,1523.08283479,1514.29272516,1508.45440155,1505.00387398,1503.84868221,1548.22102186,1576.34339441,1589.58338072,1597.00953861,1605.72355893,1615.66743637,1626.62864533,1637.8338483,1642.34076699
"Global.cp total import to from[OilCrop, CCAmerica, CCAmerica]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CCAmerica, Brazil]",1359.5142704,1121.3837111,1025.5201016,1211.2702012,1373.71681399,1534.50040836,1376.8482496,1735.6687651,1733.01588508,1698.29215961,1611.76652442,1653.49631334,1732.41818199,1785.69681336,1822.60712348,1855.4131293,1889.42047821,1926.50726351,1963.20896307,1999.58658419,2035.80505231,2087.92548457,2118.61200457,2133.22864983,2144.77153603,2161.12114702,2180.78341918,2202.76526425,2225.25842386,2246.23510939
"Global.cp total import to from[OilCrop, CCAmerica, SOAmer]",1235.77217703,930.887698497,711.098398547,905.822086418,814.100117312,744.671417145,724.495752672,1053.70498677,842.96049449,728.423933711,757.589768818,800.139233948,841.230306849,863.539603686,875.237904253,884.39317626,894.254782007,905.754177322,917.036372317,928.27860397,939.785362733,962.263215483,972.122115396,974.048447797,974.712778601,977.271304378,980.960689644,985.488043761,990.131801316,992.951480176
"Global.cp total import to from[OilCrop, CCAmerica, REurope]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CCAmerica, EU27]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CCAmerica, OthCEECIS]",0,0,0,0,0,0,0,19.266613158,6.90975601371,0,0,0,5.92432318497,11.2367715683,17.1642182714,22.9975786405,26.9046033411,33.568738921,38.2740640469,41.0348647356,45.658728655,48.5424597606,49.7033054194,49.9142560881,47.447172262,45.9290192693,45.4003376856,44.0826917992,43.5198230529,43.7680001546
"Global.cp total import to from[OilCrop, CCAmerica, MEASNAfr]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CCAmerica, SSAFR]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CCAmerica, Russia]",0,0,0,0,0,0,0,14.0220499434,7.78644206544,0,0,0,2.83971691613,7.47162027906,11.1864244002,14.4956635197,17.6107145649,20.6736699825,23.7139789081,26.7440640704,29.7914463905,33.0736029263,36.0029358925,38.7293363485,41.5269311901,44.4364497411,47.4052680424,50.4296619924,53.4856934827,56.9589210995
"Global.cp total import to from[OilCrop, CCAmerica, CHIHKG]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CCAmerica, INDIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CCAmerica, RSASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CCAmerica, EASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CCAmerica, Japan]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CCAmerica, RSEASIA]",0,250.013587078,63.785402671,31.1112525281,24.584863403,0,0,0.913159666429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, CCAmerica, MALAINDO]",1893.32179995,1631.69631595,1293.38522609,1320.26096755,1290.75773063,1449.99492053,1036.37915631,1588.54537362,1453.28564624,1389.8226977,1229.00727049,1159.51139293,1111.70749656,1071.89401682,1038.57247736,1011.16863339,988.815232988,971.203116331,956.72212059,944.912009187,935.365638527,935.308369639,932.226409095,927.593576154,923.346487347,920.453346196,918.678839091,918.370233333,918.887698376,913.877062804
"Global.cp total import to from[OilCrop, CCAmerica, OCEANIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Brazil, CAN]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Brazil, USA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Brazil, CCAmerica]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Brazil, Brazil]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Brazil, SOAmer]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Brazil, REurope]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Brazil, EU27]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Brazil, OthCEECIS]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Brazil, MEASNAfr]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Brazil, SSAFR]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Brazil, Russia]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Brazil, CHIHKG]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Brazil, INDIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Brazil, RSASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Brazil, EASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Brazil, Japan]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Brazil, RSEASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Brazil, MALAINDO]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Brazil, OCEANIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, SOAmer, CAN]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, SOAmer, USA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, SOAmer, CCAmerica]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, SOAmer, Brazil]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, SOAmer, SOAmer]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, SOAmer, REurope]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, SOAmer, EU27]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, SOAmer, OthCEECIS]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, SOAmer, MEASNAfr]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, SOAmer, SSAFR]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, SOAmer, Russia]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, SOAmer, CHIHKG]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, SOAmer, INDIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, SOAmer, RSASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, SOAmer, EASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, SOAmer, Japan]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, SOAmer, RSEASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, SOAmer, MALAINDO]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, SOAmer, OCEANIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, REurope, CAN]",2.46837520046,3.08413478802,5.08408730774,9.97717392906,10.4993788899,12.9700961805,11.571257515,11.0571543017,11.3449982648,10.7155521365,10.6019189739,10.669762313,10.9759153362,11.1119721983,11.1603204852,11.1597596636,11.0826124615,10.9105432191,10.6953243613,10.4524003271,10.1974182048,10.0637082036,9.93934102927,9.78866352314,9.65303952677,9.57400037755,9.53440553895,9.492436477,9.43117873115,9.32288856111
"Global.cp total import to from[OilCrop, REurope, USA]",434.600471721,468.080888453,517.678267421,384.995117335,452.274499999,483.224340609,462.066600701,446.945025391,454.181410875,396.172940369,373.66638833,364.948862443,359.870685436,351.5902934,342.826379353,334.706794619,327.942703826,322.684981951,318.574150984,314.805428453,311.4777462,317.779958112,320.87528874,321.132803186,321.075362916,322.69102604,325.74112538,328.914178566,331.537511772,331.557995013
